EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,EColiO157H7Analysis,EcoliPFGEPattern,EcoliAlleleCode,EcoliAMRResistanceProfile,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile
6164262,M2574D+P2574D+I2574D,Wolverine Packing Company,MI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778001,13-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164835,M46970+V46970,307 Meat Company,WY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777671,13-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
86,M6648+P6648,Blalock Meat Processing,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102770690,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
781,M19834+P19834,"PF Meats Company, Inc.",SC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778391,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1663,M5381+P5381,"Dole & Bailey, Inc.",MA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768893,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1802,M9840+V9840,Windham Butcher Shop Inc.,ME,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768871,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2500,M245J,"Tyson Fresh Meats, Inc.",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771541,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2864,M6987+P6987,Weinstein Wholesale Meats Inc,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102775491,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3316,M2366+P2366+V2366,Ben-Lee Processing Inc.,KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102773003,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4138,M86E,Cargill Meat Solutions Corporation,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771617,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4802,M267,JBS Tolleson Inc.,AZ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768532,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5334,M7633+P7633,Ideal Meat LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777553,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5992,M2886+P2886,SP Provisions,OR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778967,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6111,M9228+P9228+V9228,Carlton Packing Company,OR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777694,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6184,M11077+P11077,"Palama Holdings, LLC",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102774665,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7042,M2574B+P2574B,Wolverine Packing Co.,MI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771605,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7584,M20805+P20805,"Paulsen Foods, LLC",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102781578,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9835,M32131,Ray Chavez Distributor Corp.,FL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771722,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
10919,M33973+P33973+V33973,Cream Co. LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102769293,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13474,M5223A+P5223A+V5223,Manchester Packing Company,CT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102773265,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13649,M2840A+P2840A,Golden Gate Wine Country Meats,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768775,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
100605,M2574C+P2574C,Wolverine Packing Company,MI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771608,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
123757,M44932+P44932+V44932,BelCampo Butchery,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777402,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
123839,M332T+P332T,"FPL Food, LLC",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102767602,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
125229,M46103+P46103,Blalock Meats,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102770693,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126601,M45377+P45377+V45377,"3D Meats, LLC",OH,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102783738,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127316,M45597+P45597,Premier Custom Foods,KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102784597,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127377,M46877+P46877,Seven Hills Abattoir,VA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102783649,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6162680,M48195,Farmer's Pride,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778164,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163504,M46170+P46170+V46170,Quapaw Food Services Authority,OK,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102779776,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164581,M46661+P46661,Miesfeld's Market,WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102781275,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164979,M47051,"I O Ranch Processing, LLC",TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102769020,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165228,M47214+P47214,"Harker Meats, LLC.",OK,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102782932,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165240,M47221,Mesa Meats Processing,NM,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771202,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165554,M47418+P47418,"Knights Butchering & Processing, LLC",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102782175,16-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
265,M19292,"Bubba Foods, LLC",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102776898,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
936,M4253,Joe Pagliuso & Brothers Inc.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768254,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1023,M4460+P4460+V4460,Dorzar Corporation,NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102767873,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1234,M5907+P5907,Burger Maker Inc.,NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772949,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1289,M8465+P8465,Berger Wholesale Meat Co.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102775447,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1395,M18022+P18022,Peter's Wholesale Meat Corporation,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768306,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1653,M5268+P5268,"Cola Foods, LLC",RI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777027,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1801,M9825+V9825,Sanford Butcher Shop,ME,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102775458,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2030,M7914+P7914+V7914,"Creation Gardens, Inc",KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768431,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2059,M8081,Clem's Custom Cut Meats,KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102773133,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2079,M9112+P9112,Hometown Butcher,KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102785386,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2339,M7415+P7415+V7415,HOFFMAN'S QUALITY MEATS,MD,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772096,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2390,M10803+P10803,"GALVINELL MEAT CO., INC",MD,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102769355,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2442,M18678+P18678+V18678,"Fells Point, LLC",MD,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778262,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2626,M6915+P6915,"White Castle System, Inc.",IN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778825,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3050,M7611+P7611+V7611,Casselton Cold Storage Inc.,ND,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102785486,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3106,M8934+P8934,Swift Pork Company,MN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102785209,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3122,M8999+P8999,Rochester Meat Company,MN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778940,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3245,M86M,Cargill Meat Solutions,NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772376,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3250,M244C+P244C,"Tyson Fresh Meats, Inc.",IA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102767710,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3284,M969G,Swift Beef Company,NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771502,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3352,M4215+P4215,"Skylark Meats, LLC",NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777280,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3409,M5726+P5726+V5726,"Fairbury Steaks, Inc.",NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102784905,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3508,M19872+P19872+V19872,"Empirical Foods, Inc.",NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768591,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3551,M262,"National Beef Packing Co., L.L.C.",KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772003,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3712,M8700+P8700,"Marko's Distributing, Inc.",MO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778448,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4181,M2213D+P2213D+V2213D,Buckhead Meat Dallas a Sysco Company,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102770243,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4283,M7282,"Caviness Beef Packers, Ltd.",TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102774446,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4720,M17390+P17390,Shoals Provision Inc.,AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772330,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4788,M20516+P20516,"Evans Meats, Inc.",AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102770545,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4820,M628+P628,Swift Beef Company,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102770341,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4970,M7697+P7697+V7697,"Castle Rock Meats, Inc.",CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102773315,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5144,M783+P783+V783,Harris Ranch Beef Company,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102774143,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5177,M2469+P2469,The Meat Market Inc.,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102780855,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5529,M19669+P19669+V19669,Allen Brothers LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768524,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5598,M550+P18178,Sterling Pacific Meat Co.,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102780754,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5717,M4914,In-N-Out Burger,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102774097,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5760,M6251+P6251+V6251,Jobbers Meat Packing Co Inc,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771047,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5900,M20375+P20375,CTI Foods LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102777560,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5942,M580+V580,"A. Decoite Packing House, Inc.",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102781676,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5952,M965+P965+V965,"Interstate Meat Dist., Inc.",OR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771413,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5971,M1557+P9326+V1557,"MacDonald Meat Company, Inc.",WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771174,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6024,M6056A+P6056A,Schenk Packing Company Warehouse,WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102776133,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6192,M12432+P12432,"Medeiros Farms, Inc.",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771357,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6372,M20898+P20898,Alaska Commercial Co.,AK,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102769679,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6422,M1311,"JBS Souderton, Inc.",PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771684,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6674,M9423+P9423,Steely Meats,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102778850,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7012,M1975+P1975,Raw Basics LLC,WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102768736,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7545,M21031+P21031,"Jabez, Inc.",DE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102771739,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8003,M20528+P20528+V20528,Springville Meat & Cold Storage Co. Inc.,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102781537,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc",TN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102767736,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8061,M21526,"National Beef Packing Co., LLC",PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102775074,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8122,M21679,National Beef Packing Co.,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102772970,17-Aug-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
